YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2024,0,50484,Hayden Springer,66.67,400,6
2024,0,30163,Henrik Norlander,67.5,270,4
2024,0,50525,Collin Morikawa,67.67,203,3
2024,0,48081,Xander Schauffele,67.8,339,5
2024,0,49771,J.T. Poston,67.86,475,7
2024,0,46046,Scottie Scheffler,67.86,475,7
2024,0,35461,Beau Hossler,68.0,544,8
2024,0,48117,Kurt Kitayama,68.0,476,7
2024,0,55789,Taylor Montgomery,68.0,204,3
2024,0,57900,Chandler Phillips,68.0,408,6
2024,0,46441,Robby Shelton,68.0,408,6
2024,0,32366,Kevin Chappell,68.17,409,6
2024,0,26596,Ryan Moore,68.2,341,5
2024,0,50095,Austin Smotherman,68.2,341,5
2024,0,36884,Ben Kohles,68.33,410,6
2024,0,51696,Rico Hoey,68.38,547,8
2024,0,28775,Nate Lashley,68.4,342,5
2024,0,35450,Patrick Cantlay,68.5,411,6
2024,0,40250,Taylor Pendrith,68.5,548,8
2024,0,46414,Aaron Rai,68.6,343,5
2024,0,29936,Ryan Fox,68.67,412,6
2024,0,36326,David Lipsky,68.67,412,6
2024,0,34046,Jordan Spieth,68.67,206,3
2024,0,34563,Chesson Hadley,68.71,481,7
2024,0,49947,Taylor Moore,68.78,619,9
2024,0,48319,Tom Whitney,68.8,344,5
2024,0,39327,Ben Silverman,68.86,482,7
2024,0,50188,S.H. Kim,68.89,620,9
2024,0,47983,Chad Ramey,68.89,620,9
2024,0,47504,Sam Burns,69.0,276,4
2024,0,34076,Joel Dahmen,69.0,276,4
2024,0,35310,Lanto Griffin,69.0,345,5
2024,0,60067,Joe Highsmith,69.0,345,5
2024,0,29908,C.T. Pan,69.0,414,6
2024,0,22405,Justin Rose,69.0,207,3
2024,0,33486,Roger Sloan,69.0,621,9
2024,0,50493,Justin Suh,69.0,483,7
2024,0,31323,Gary Woodland,69.13,553,8
2024,0,51977,Max Greyserman,69.2,346,5
2024,0,49960,Sepp Straka,69.22,623,9
2024,0,50497,Adrien Dumont de Chassart,69.25,554,8
2024,0,39975,Michael Kim,69.29,485,7
2024,0,33948,Byeong Hun An,69.3,693,10
2024,0,59836,Pierceson Coody,69.38,555,8
2024,0,40162,Justin Lower,69.38,555,8
2024,0,56630,Akshay Bhatia,69.4,347,5
2024,0,35532,Tom Hoge,69.4,694,10
2024,0,52514,Trace Crowe,69.43,486,7
2024,0,36871,Matt NeSmith,69.43,486,7
2024,0,54628,Lee Hodges,69.47,1042,15
2024,0,52372,Cameron Champ,69.5,417,6
2024,0,52375,Doug Ghim,69.5,417,6
2024,0,27349,Alex Noren,69.5,556,8
2024,0,58168,Davis Thompson,69.5,417,6
2024,0,34098,Russell Henley,69.55,765,11
2024,0,27644,Brian Harman,69.57,487,7
2024,0,57362,Austin Eckroat,69.6,696,10
2024,0,12716,Charley Hoffman,69.6,348,5
2024,0,36801,Mark Hubbard,69.6,348,5
2024,0,38991,Alejandro Tosti,69.6,696,10
2024,0,48887,Matt Wallace,69.6,696,10
2024,0,34021,Bud Cauley,69.67,209,3
