YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
2021,0,46435,Austin Cook,3.439,141,41
2021,0,26329,Louis Oosthuizen,3.48,87,25
2021,0,36689,Brooks Koepka,3.484,108,31
2021,0,34076,Joel Dahmen,3.485,115,33
2021,0,34466,Peter Malnati,3.486,122,35
2021,0,32640,Troy Merritt,3.488,150,43
2021,0,39971,Sungjae Im,3.509,200,57
2021,0,47959,Bryson DeChambeau,3.513,137,39
2021,0,30911,Tommy Fleetwood,3.522,81,23
2021,0,49766,Hank Lebioda,3.524,148,42
2021,0,23108,Matt Kuchar,3.531,113,32
2021,0,31420,Anirban Lahiri,3.538,92,26
2021,0,52375,Doug Ghim,3.541,131,37
2021,0,33448,Justin Thomas,3.543,124,35
2021,0,28237,Rory McIlroy,3.545,117,33
2021,0,34431,Robert Streb,3.545,117,33
2021,0,39546,Keith Mitchell,3.55,142,40
2021,0,27330,Josh Teater,3.55,71,20
2021,0,46717,Viktor Hovland,3.559,121,34
2021,0,40098,Matt Fitzpatrick,3.56,89,25
2021,0,40026,Daniel Berger,3.561,146,41
2021,0,46550,Brandon Hagy,3.563,114,32
2021,0,32839,Hideki Matsuyama,3.564,139,39
2021,0,23621,Rory Sabbatini,3.564,139,39
2021,0,32757,Patton Kizzire,3.567,214,60
2021,0,28252,Seamus Power,3.567,107,30
2021,0,29725,Tony Finau,3.568,132,37
2021,0,24138,Ian Poulter,3.579,68,19
2021,0,32816,Satoshi Kodaira,3.581,154,43
2021,0,45157,Cam Davis,3.582,197,55
2021,0,21209,Sergio Garcia,3.583,129,36
2021,0,49960,Sepp Straka,3.587,165,46
2021,0,27936,Martin Laird,3.588,122,34
2021,0,47483,Will Zalatoris,3.588,122,34
2021,0,48045,Michael Gellerman,3.591,79,22
2021,0,32618,Rhein Gibson,3.591,79,22
2021,0,29221,Webb Simpson,3.6,108,30
2021,0,34046,Jordan Spieth,3.6,126,35
2021,0,48887,Matt Wallace,3.6,54,15
2021,0,47128,Richy Werenski,3.6,144,40
2021,0,25686,Jason Dufner,3.606,119,33
2021,0,49964,Aaron Wise,3.608,184,51
2021,0,46046,Scottie Scheffler,3.609,166,46
2021,0,21961,Charles Howell III,3.621,105,29
2021,0,25804,Bubba Watson,3.621,105,29
2021,0,52372,Cameron Champ,3.622,134,37
2021,0,24361,Pat Perez,3.622,163,45
2021,0,27644,Brian Harman,3.627,214,59
2021,0,56762,Will Gordon,3.628,156,43
2021,0,40042,Tyler McCumber,3.63,98,27
2021,0,22371,Aaron Baddeley,3.632,69,19
2021,0,27770,Camilo Villegas,3.64,91,25
2021,0,20396,Lee Westwood,3.64,91,25
2021,0,35449,Adam Long,3.649,135,37
2021,0,27942,Rob Oppenheim,3.649,135,37
2021,0,25396,Kevin Na,3.658,139,38
2021,0,29535,Brice Garnett,3.659,150,41
2021,0,45486,Joaquin Niemann,3.659,150,41
2021,0,36699,Patrick Rodgers,3.659,161,44
2021,0,26758,David Hearn,3.667,110,30
2021,0,36801,Mark Hubbard,3.667,187,51
2021,0,33410,Andrew Landry,3.667,121,33
